employer,num_workers
"PREETHI MOHAN DDS, LLC",2
AB SPECIALTY SILICONES LLC,2
BARCLAYS CAPITAL INC.,2
TZG ACCOUNTING LLC,2
AGARAZ DATA INC.,2
"INTEGRATED PROJECT MANAGEMENT COMPANY, INC.",2
"PRAXAIR, INC.",2
"U.S. TECH SOLUTIONS, INC.",2
FOG TO CLOUD TECHNOLOGIES INC,2
"UBER TECHNOLOGIES, INC.",2
MASONITE CORPORATION,2
"PPD DEVELOPMENT, L.P.",2
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2
COVENANT TRUST COMPANY,2
POWERSPEC INC .,2
PORT ARCHITECTURE AND URBANISM LLC,2
"FLUID HANDING, LLC.",2
COVERIS FLEXIBLES US LLC,2
"INTEGRITAS EMERGENCY PROVIDERS, LLC",2
PORT 22 LLC,2
"POPULUS GROUP, LLC",2
POPULAR PAYS INC.,2
"CERTIFIED LABORATORIES, INC.",2
"MARSH USA, INC.",2
POLARIS7 INVESTMENTS LLC,2
"ALCATEL-LUCENT USA, INC.",2
"511 CAPITAL, LLC",2
"ADAGE TECHNOLOGIES, INC.",2
"CENTURY AVIATION, LLC",2
COVIDIEN LP,2
FIRST TRUST PORTFOLIOS L.P.,2
INTELIQUENT INC,2
PIONEER CORPORATE SERVICES INC,2
"CENTRAPRISE, CORP",2
PIERCE WASHINGTON LLC,2
"CENTRAL GROCERS, INC.",2
"BRINKS GILSON & LIONE, A PROFESSIONAL CORPORATION",2
AMLED TECHNOLOGIES,2
PHENIXP2P INC.,2
"UNIMIND SOFTWARE SOLUTIONS, INC.",2
"MARKIT NORTH AMERICA, INC.",2
INTELLIHOT GREEN TECHNOLOGIES INC.,2
"COYOTE LOGISTICS, LLC.",2
BIZNUSSOFT INC.,2
"CENTRAL COUNTIES HEALTH CENTERS, INC.,",2
CENGAGE LEARNING INC.,2
"PETERSON  TECHNOLOGY PARTNERS, INC.",2
"UNITED BUSINESS SOLUTIONS, INC.",2
UNITED CONVEYOR CORPORATION,2
KNOWLEDGENT GROUP INC.,2
"ACXIOM IT OUTSOURCING, LP",2
UNITED IT SOLUTIONS INC,2
PERNIX GROUP INC.,2
KNOWLEDGEPATH SOLUTIONS LLC,2
PERKINS INVESTMENT MANAGEMENT,2
PERKINS EASTMAN ARCHITECTS DPC,2
"PERKINS + WILL, INC.",2
"PERK SYSTEMS, INC",2
"UNITED SOFTWARE SOLUTIONS, INC.",2
BARRY CALLEBAUT USA LLC,2
PERIGON INFOTECH INC,2
ADVANTAGE FUTURES LLC,2
"UNIVAR USA, INC.",2
DIGICON SYSTEMS,2
"CELL BIOLOGICS, INC.",2
FEDERAL RESERVE BANK OF CHICAGO,2
"MARKETRON BROADCAST SOLUTIONS, LLC",2
FEDELE & ASSOCIATES,2
PEGASUS KNOWLEDGE SOLUTIONS INC.,2
AKZO NOBEL FUNCTIONAL CHEMICALS LLC,2
"FAZAL DEVELOPMENT NETWORK, INC.",2
PEER BEARING COMPANY,2
AON BENFIELD INC.,2
"INTERCONTINENTAL EXCHANGE HOLDINGS, INC.",2
"PEARL & ASSOCIATES, LTD.",2
"MARKET6, INC.",2
"INTERGLOBE TECHNOLOGIES, INC.",2
UNO CHARTER SCHOOL NETWORK,2
PCMI CORPORATION,2
"FAMILY HEALTH NETWORK, INC.",2
CREDENT TECHNOLOGIES LLC,2
PAYLOCITY CORPORATION,2
A. FINKL & SONS CO.,2
FAMILIA DENTAL WHEELING LLC,2
"PAX INTERNATIONAL COMPANY, INC.",2
"BRIGHTSTAR TECHNOLOGY GROUP, LLC",2
"AMERICAN INFOSYS, INC",2
"BATES FINANCIAL GROUP, INC.",2
"PATRICK ENGINEERING, INC.",2
CRISIL IREVNA US LLC,2
INTERNATIONAL COMPUTER CONCEPTS INC.,2
US FOODS INC.,2
PARK VIEW MONTESSORI SCHOOL III,2
"PARAMOUNT GLOBAL SOLUTIONS, INC.",2
US NET-METRICS INC,2
CRONUS CHEMICALS LLC,2
EZEN COMPUTER SERVICES INC.,2
PARADIGM INFO TECH INC,2
"PAPER STREET REALTY, LLC",2
"BAVE TECHNOLOGIES, INC.",2
PANTAR SOLUTIONS INC,2
"USM BUSINESS SYSTEMS, INC",2
DEDERT CORPORATION,2
CCS TECHNOLOGY GROUP LLC,2
PANATROL CORPORATION,2
"INTERNATIONAL SERVICES, INC.",2
"PAN ETHNIC INTERNATIONAL, INC.",2
"PAMTEN, INC.",2
INTERNATIONAL SOLUTION SOURCES LLC,2
PALVAI GLOBAL SERVICES INC,2
"V-SOFT CONSULTING GROUP, INC.",2
"V.L.S SYSTEMS, INC",2
"PACTRANS AIR & SEA, INC.",2
CB&I INC.,2
P&W GOLF SUPPLY LLC,2
"INTERNATIONAL SYSTEMS TECHNOLOGIES, INC.",2
ARGON CREDIT LLC,2
VADASAMI LLC,2
"EXPERIAN INFORMATION SOLUTIONS, INC.",2
OUTERNET INC.,2
OSAIR TECHNOLOGIES LLC,2
"KOCH COMPANIES SERVICES, LLC",2
"VALENCE HEALTH, INC.",2
OROCHEM TECHNOLOGIES INC.,2
"ORNUA FOODS NORTH AMERICA, INC.",2
AKKEN INC,2
"EXICURE, INC.",2
ORASYS LLC,2
ORANGE INFORMATION TECHNOLOGY SOLUTIONS,2
ARDAGH METAL BEVERAGE USA INC,2
VALSATECH CORP,2
"CRS HOME THERAPY, P.C.",2
AAVISPRO LLC,2
EXACT SPORT LLC,2
"OPTIMUS HOSPITALISTS & PEDIATRIC SUBSPECIALISTS, LTD",2
ARCHITECTURAL WALL SYSTEMS LLC,2
EVERY MARKET MEDIA LLC,2
"OPPORTUNITY FINANCIAL, LLC",2
MARIAN S.K. MING & ASSOCIATE P.C.,2
OPERATING SYSTEM SERVICES INC.,2
INTL FCSTONE INC,2
VARIYAS GLOBAL SOLUTIONS INC,2
"AKAMAI TECHNOLOGIES, INC.",2
VASTEK INC,2
"OPEN TEXT, INC.",2
EVEREST COMPUTERS INC.,2
"MARCUM, LLP",2
"KOGENTIX, INC.",2
"LEVANTINA USA, INC",2
"ONSITE HEALTH CARE, INC., SC",2
INTRIV INC,2
"ONESOURCE VIRTUAL HR, INC.",2
"ONE TEAM US, LLC",2
KOLLASOFT INC.,2
INTUITES LLC,2
"ONCORRE, INC.",2
INTUITIVE APPS INC.,2
"VEJARS TECHNOLOGIES, INC",2
AMERICAN INSTITUTES FOR RESEARCH,2
VENDAVO INC,2
"ON POINT TECHNOLOGY, LLC",2
"OM TEK, INC.",2
OLYMPIC OIL LTD,2
"OLOOP, LLC",2
VENSIT CORP,2
"VENSITI, INC.",2
EUCLID TECHNOLOGIES LLC,2
"ETECHNOLOGIES, INC.",2
DEEMSYS INC,2
"VEOLIA WATER TECHNOLOGIES, INC.",2
"VEQTOR, LLC",2
KOMATSU AMERICA CORP.,2
OHM TECH INC.,2
CAREMARK LLC,2
VERIZON DATA SERVICES LLC,2
"VERIZON DIGITAL MEDIA SERVICES, INC.",2
"VEROTECH SOLUTIONS,LLC",2
ARCELORMITTAL USA LLC,2
AMERICAN LABELMARK COMPANY,2
BCD TRAVEL USA LLC,2
"KOMPSOFT, INC.",2
"OBJECTWIN TECHNOLOGY, INC.",2
CSI SOLUTIONS LLC,2
OBJECTWAVE CORPORATION,2
"VETTER DEVELOPMENT SERVICES USA, INC",2
VH LISLE LLC,2
VH LISLE LLC.,2
"LEO J. SHAPIRO & ASSOCIATES, LLC",2
ESSONOVA CORPORATION,2
VIBES MEDIA LLC,2
IONIDEA INC,2
OAKTON COMMUNITY COLLEGE,2
VIDEOJET TECHNOLOGIES INC.,2
VIDHYA R&D MANAGEMENT INC,2
IONTECH CONSULTING LLC,2
OAKSTON TECHNOLOGIES LLC,2
"AFN, LLC",2
LENOVO (UNITED STATES) INC.,2
"OAK STREET HEALTH MSO, LLC",2
ACTIVE HEALTH MANAGEMENT,2
NVIDIA CORPORATION,2
VINAYAKA HOSPITALITY LISLE LLC,2
"DEFINE MOBILITY, LP",2
ERNST &  YOUNG U.S. LLP,2
ARBOUR GROUP LLC,2
ERIKSON INSTITUTE,2
BLACK PHOENIX RESEARCH LLC,2
BEACON FUNDING CORPORATION,2
VIRINCHI TECHNOLOGIES LTD,2
NUANZA INC.,2
"VIRTUOSO TECHNOLOGIES, INC.",2
AR SOLUTIONS INC,2
VIRTUSA CORPORATION,2
NTN - BOWER CORPORATION,2
"ACMESOFT GLOBAL, INC.",2
BRICKSTREET MUTUAL INSURANCE COMPANY,2
NOVO PROSO INC,2
"NOVISYNC, INC.",2
"IRISLOGIC, INC.",2
NOVI IT INC,2
"CARE FACILITY MAINTENANCE, LLC.",2
ISITE TECHNOLOGIES INC,2
CARE ADVOCATE INCORPORATED,2
NORTON MCMURRAY MANUFACTURING CO.,2
NORTHSHORE UNIVERSITY HEALTHSYSTEM,2
LAW OFFICES OF ROBINS & ASSOCIATES,2
"ANTUNOVICH ASSOCIATES, INC.",2
ISOFTECH INC,2
"CARDUS, INC.",2
"CUBIC TECHNOLOGIES, LLC",2
ADVENTIST GLEN OAKS HOSPITAL,2
MAKKAH TOURS & TRAVEL,2
"NORTH EAST OHIO GROUP PRACTICE, LLC",2
NORTH AMERICAN CORPORATION OF ILLINOIS,2
NODELOGIX INC.,2
"BRAVIANT, LLC",2
"LAZAAL COMMUNICATIONS, INC.",2
EPACE TECHNOLOGIES INC,2
EP TECHNOLOGY CORPORATION,2
CARDINAL PATH LLC,2
MAHANTECH CORPORATION,2
NITCO INC.,2
IT DIVISION INC,2
EOS ACCOUNTANTS LLP,2
"ENTHSQUARE, INC.",2
VST CONSULTING INC,2
"BLESSING CORPORATE SERVICES, INC. (PARENT OF BLESSING HOSPITAL)",2
NEXT TECHNOLOGIES LLC,2
VUEGEN TECHNOLOGIES,2
"ENTERPRISE IT RESOURCES, INC",2
VUEGEN TECHNOLOGIES INC.,2
CULTURE EXCHANGE ACADEMY LLC,2
"ENTERNET BUSINESS SYSTEMS, INC",2
"NEXANT, INC.",2
NEXAGE TECHNOLOGIES USA INC,2
DREAMERS TECHNOLOGY CORP,2
"ENSONO, LP",2
"NETVISION RESOURCES, INC.",2
ENKAY TECHNOLOGY SOLUTIONS INC.,2
IT SPIN INC,2
APTIVA CORP,2
"WAL-MART ASSOCIATES, INC.",2
"NEELINFO, INC",2
LEGAL PREP CHARTER ACADEMIES,2
"NEC ENTERPRISE COMMUNICATION TECHNOLOGIES, INC.  (F/K/A NEC SPHERE COM",2
"WALTON STREET CAPITAL, L.L.C.",2
"WANG ENGINEERING, INC.",2
CUMMINS INC.,2
APTION LLC,2
"CVS PHARMACY, INC.",2
ENFUSION LTD. LLC,2
"WASHINGTON, PITTMAN & MCKEEVER, LLC",2
"MAGNA INFOTECH, LTD.",2
NDVOR SOLUTIONS LLC,2
"CAPITAL INFO GROUP, INC",2
ITECH AMERICA INC,2
CAPGEMINI US LLC,2
KRAFT HEINZ FOODS COMPANY (FORMERLY H.J. HEINZ COMPANY),2
"ENDURANCE GROUP, INC.",2
NATURAL CHOICE CORPORATION,2
AGL SERVICES COMPANY,2
NATIONAL VISION INC.,2
"NATIONAL STAFFING SOLUTIONS, INC",2
NATIONAL GENERAL MANAGEMENT CORP,2
"CYBER CONSULTING, INC.",2
"ENBRIDGE EMPLOYEE SERVICES, INC.",2
EMTEC APPLICATION SERVICES,2
WEISERMAZARS LLP,2
"CANON SOLUTIONS AMERICA, INC.",2
"ITRACE FOUNDAITON, INC.",2
"EMPIRE LIMOUSINE, INC",2
CYBER RESOURCE GROUP INC,2
"EMMI SOLUTIONS, LLC",2
"1WORLDSYNC, INC.",2
"CYBERBEST TECHNOLOGY, INC.",2
WELLSPRING WORLDWIDE INC.,2
AMERICAN SOCIETY FOR CLINICAL PATHOLOGY,2
"WES-TECH AUTOMATION SOLUTIONS, LLC",2
ACI INFOTECH INC.,2
WEST CORPORATION,2
ACCIONA ENERGY USA GLOBAL LLC,2
"IVYTECH SOLUTIONS, INC",2
DOVER CORPORATION,2
"CANOESYS, INC.",2
J.L. GONZALEZ PRODUCE INC.,2
EMINENCE IT SOLUTIONS INC,2
WHEATON COLLEGE,2
EMIDS TECHNOLOGIES PRIVATE LIMITED CORPORATION,2
"CAMPBELL ALLIANCE GROUP, INC.",2
KRONSYS INC.,2
BMO HARRIS BANK N.A,2
ACI INFOTECH INC,2
WIELAND COPPER PRODUCTS LLC,2
WIGHT AND COMPANY,2
"J3 ENGINEERING GROUP, LLC",2
"JACKSON THERAPY PARTNERS HOLDINGS, LLC",2
"EMERGENCY MEDICAL SPECIALISTS, S.C.",2
BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,2
"JAHN, LLC",2
WILLIAM BLAIR INVESTMENT MANAGEMENT LLC,2
"MAESTRO HEALTHCARE TECHNOLOGY, INC.",2
"MULLER & MULLER,LTD",2
BRAINLAB INC.,2
WILSON SPORTING GOODS CO.,2
"CAMBRIDGE SYSTEMATICS, INC.",2
BRADLEY UNIVERSITY,2
"WINHERE BRAKE PARTS, INC.",2
"EMBTEL, INC.",2
"JASSTEK, INC.",2
APTACORE INC.,2
BERGSTROM INC.,2
"M. ARTHUR GENSLER, JR. & ASSOCIATES, INC.",2
"M S INTERNATIONAL, INC.",2
MSQUE TECHNOLOGIES INC,2
"CYGAN HAYES, LTD.",2
WISE EQUATION SOLUTIONS INC,2
MSQUARE SYSTEMS INC,2
"CYGTEC, INC.",2
WITH LLC,2
"MSCI, INC.",2
MPRSOFT INC.,2
"MPR PLASTICS, INC.",2
ELMHURST COLLEGE,2
JERNBERG INDUSTRIES LLC,2
"LURIE CHILDREN'S MEDICAL GROUP, LLC",2
"D B STERLIN CONSULTANTS, INC",2
"WOLFRAM ALPHA, INC.",2
MOWERY & SCHOENFELD LLC,2
"ELIX INC.,",2
MOSAIC SALES SOLUTIONS US OPERATING CO. LLC,2
CAMBAY CONSULTING LLC,2
"WOLVERINE ASSET MANAGEMENT, LLC",2
"ELETTRIC 80, INC.",2
"ANJANEYAP, INC.",2
"ELEMENTS GLOBAL SERVICES, LLC",2
ELEMENT TECHNOLOGIES INC.,2
"MORCARE, LLC",2
"MONTESSORI GIFTED PREP, LLC",2
"WORLD KITCHEN, LLC",2
"WORLDSCAPE, INC.",2
MONTEREY MUSHROOMS INC,2
CALLISONRTKL INC.,2
KYDIA INC.,2
MOMENTO USA LLC,2
AIR SEA TRANSPORT CHICAGO INC.,2
"BEX, LLC",2
"BEYOND DESIGN, INC.",2
MOBIFY (USA) INC.,2
"MMTECH, INC.",2
X-CHANGE FINANCIAL ACCESS LLC,2
BOON SECURITIES INC,2
XAPTUM CORPORATION,2
MIZKAN AMERICA,2
APPSINTEGRATION INC,2
XCELOR LLC,2
MISUMI USA,2
MINDWORLD LLC,2
EIFER IT LLC,2
JOHN MEZZALINGUA ASSOCIATES LLC,2
"EGEN SOLUTIONS, INC.",2
MILLIKIN UNIVERSITY,2
"JOHNSON CONTROLS, INC.",2
MILLERCOORS LLC,2
"JOLIET ONCOLOGY - HEMATOLOGY ASSOCIATES, LTD.",2
"MILLENNIUM INFO TECH, INC.",2
"LOUIS C CORDOGAN, INC",2
APPS SOLUTIONS INC,2
DANFOSS POWER SOLUTIONS (US) COMPANY,2
"LOTLINX, INC.",2
"AGILE HEALTH TECHNOLOGIES, INC.",2
"XLYSI, LLC",2
CA SENIOR LIFESTYLE LLC,2
MIDWEST ASIAN HEALTH ASSOCIATION,2
LOGITECHNICA LLC,2
MIDSYS INC,2
MIDMARK CORPORATION,2
"APPLIED RESEARCH ASSOCIATES, INC.",2
"ACHIEVA I.T., INC",2
LOGISTICS HEALTH INCORPORATED,2
ACCUEN INC.,2
"BONA FIDE MANAGEMENT, INC.",2
"MICROINFO IT,INC",2
"DANFOSS POWER SOLUTIONS, INC.",2
APPLEXUS TECHNOLOGIES LLC,2
JSSI MANAGEMENT ENTERPRISES LLC,2
MICHAEL J. LEGAMARO P.C.,2
"APPLAB SYSTEMS, INC",2
"YANG AND ASSOCIATES, LLP",2
"MGP, INC.",2
EDGE FINANCIAL TECHNOLOGIES INC.,2
METRO INFECTIOUS DISEASE CONSULTANTS LLC,2
"YASHCO SYSTEMS, INC.",2
METRO INFECTIOUS DISEASE CONSULTANTS,2
METRO HEALTHCARE MARKETING LLC,2
METHODIST MEDICAL CENTER OF ILLINOIS,2
DATA MIGRATION RESOURCES INC,2
"YETI TECHNOLOGIES LLC, DBA",2
METHODICA TECHNOLOGIES LLC,2
"JUN ZHOU INSURANCE AGENCY, INC.",2
"JUNIPER NETWORKS (US), INC.",2
LOAD DELIVERED LOGISTICS LLC,2
"YORK BUSINESS ASSOCIATES, LLC",2
"DATA RESOURCE TECHNOLOGIES, INC.",2
"LEE KUM KEE (USA), INC.",2
JUST IN TIME RESOURCES,2
"JVR SYSTEMS, INC.",2
"YOURMEMBERSHIP, INC.",2
"YOURMEMBERSHIP.COM, INC.",2
DELOITTE TOUCHE TOHMATSU SERVICES INC.,2
"SPINECRAFT, LLC",2
"4C INSIGHTS, INC.",2
"SPECTRUM COMMUNICATIONS & CONSULTING, INC.",2
AVERROES CLINICAL RESEARCH INSTITUTE LTD.,2
SPOT TRADING LLC,2
SPOTON INC,2
"SPECTRAFORCE TECHNOLOGIES, INC.",2
HIMA INCORPORATION,2
"SPRI PARTNERS, LLC",2
HILLSHIRE BRANDS COMPANY,2
DISCOVER BANK,2
SPARTAN SOLUTIONS INC,2
"SPRINGFIELD CLINIC, LLP",2
"1WAYSOLUTIONS, INC.",2
"HILL30, INC.",2
"Z2 SYSTEMS, INC.",2
"SPRINKLR, INC.",2
"HILL-ROM MANUFACTURING, INC.",2
HITEC INFORMATION & TECHNOLOGIES INC,2
"HKS, INC.",2
"HILL-ROM HOLDINGS, INC.",2
HOFMEIER & ZURAWSKI ENTERPRISES INC,2
SPX CORPORATION,2
"SPARK HIRE, INC.",2
"HILL-ROM COMPANY, INC.",2
"ADVAITAA TECHNOLOGIES, INC.",2
HIH INC.,2
"HOLLAND COMPANY, LP",2
"SOVEREIGN TECHNOLOGIES, LLC.",2
"SOUTHERN GRAPHIC SYSTEMS, LLC",2
SRI TECH SOLUTIONS INC,2
"HOME HEALTH OF ILLINOIS, LLC",2
SOURCEITSOLUTIONS INC.,2
SOURCEINFOTECH INC.,2
HONEY-CAN-DO INTERNATIONAL LLC,2
"SOURCE CONSULTING GROUP, LLC",2
"LITEPOINT CORPORATION, A TERADYNE COMPANY",2
AVIVA INVESTORS AMERICAS LLC,2
"SOUND PHYSICIANS OF ILLINOIS, LLC",2
SOUND PHYSICIANS OF ILLINOIS LLC,2
"DELTA MANAGEMENT GROUP, LLC",2
SRNL INTERNATIONAL INC,2
LEADERSHIP RESOURCES INTERNATIONAL,2
ALTAMONT COMMUNITY UNIT SCHOOL DISTRICT NO. 10,2
AVANI TECHNOLOGY SOLUTIONS INC.,2
"SOFTWARE TECHNOLGY, INC",2
"ZASPAR TECHNOLOGIES, INC.",2
HERMITAGE INFO TECH LLC,2
"4CONSULTING, INC.",2
METEOCONTROL NORTH AMERICA INC.,2
"SOFTTEK INTEGRATION SYSTEMS, INC.",2
"ALTAIR PRODUCTDESIGN, INC.",2
"ST. MICHAEL'S MEDICAL, INC.",2
"SOFTLABS NA, INC",2
"K&G CUSTOMS SERVICE, INC.",2
"AXA ASSISTANCE USA, INC.",2
"HELLMUTH OBATA + KASSABAUM, INC.",2
"DELVV, INC.",2
SOFTHQ,2
"ECOMMQUEST, INC",2
HOTTA LIESENBERG SAITO LLP,2
AVA INC.,2
"ADP TECHNOLOGY SERVICES, INC.",2
ALSIP MINIMILL LLC,2
METAHORIZON INC.,2
"SOCIAL MECCA, INC.",2
"SOCIAL MARKET ANALYTICS, INC.",2
"SMART TELECOM CONCEPTS, LLC",2
HP INFOSYSTEMS LLC,2
"HEALTHTRENDS NATIONAL HOME HEALTHCARE, LLC",2
HEALTHIOS CAPITAL MARKETS LLC,2
ECOM CONSULTING INC,2
"SLOAN GLOBAL HOLDINGS, LLC",2
LIQUIDWARE LABS INC,2
"STEARN-JOGLEKAR, LTD.",2
HEALTH RESOURCE SOLUTIONS,2
"SKY SYSTEMS, INC.",2
"SKORUZ TECHNOLOGIES, INC",2
"STELLAR SOFTWARE NETWORK, INC",2
"SKILL LOGIC, INC.",2
"SKIDMORE, OWINGS & MERRILL LLP",2
"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",2
"ADMINWORKS, INC.",2
HBR CONSULTING LLC,2
"SIRIUS COMPUTER SOLUTIONS, INC.",2
"SIRE TECHNOLOGIES, INC.",2
"SINGLEHOP, LLC",2
"DENKEN SOLUTIONS, INC.",2
SINGLEHOP LLC,2
STEVEN SPECTOR LLC,2
SIMPLEX INC.,2
"SILVEUS FINANCIAL, LLC.",2
"MERIDIANSOFT, INC.",2
"STONEBRIDGE CONSULTING GROUP, LLC",2
"HARVEY NASH, INC.",2
SIGNATURE IT SOLUTIONS LLC,2
"AXON SOLUTIONS, INC.",2
"SIGNAL DIGITAL, INC.",2
CLOVER TECHNOLOGIES GROUP LLC,2
"ZF SERVICES, LLC",2
LAKE FOREST SCHOOL DISTRICT 67,2
"SIERRA AUTO GROUP, INC.",2
"STRATEGIC INTERNET MARKETING PARTNERS, INC",2
AXPULSE INC,2
"STRATEGIC IT EXPERTS, LLC",2
SIEMER MILLING COMPANY,2
"HUBERGROUP USA, INC.",2
"SIEMENS INDUSTRY, INC.",2
SIELC TECHNOLOGIES CORPORATION,2
"HUMAC, INC.",2
COMMUNITY UNIT SCHOOL DISTRICT 300,2
MERIDIAN TECHNOLOGY SOLUTIONS INC.,2
SICHER GLOBAL SOLUTIONS INC,2
"STREAMLINE HEALTHCARE SOLUTIONS, LLC",2
HARD EIGHT FUTURES LLC,2
"HARBOR CAPITAL ADVISORS, INC.",2
"COMNET GROUP, INCORPORATED",2
HAPPIEST MINDS TECHNOLOGIES PRIVATE LTD.,2
DINERS CLUB INTERNATIONAL INC.,2
"MERIDIAN TECHNOLOGIES, INC",2
"HYBRIS, U.S., CORP.",2
"HANG TUNG RESOURCES (USA) CO., LTD",2
"CLOUDERA, INC.",2
"H.W. LOCHNER, INC",2
SHAWNEE HEALTH SERVICE,2
"COMPASS LEXECON, LLC",2
SHARPEDGE SOLUTIONS INC,2
"COMPETENT SYSTEMS, INC",2
AMAZON.COM.KYDC LLC,2
"ABNA OF ILLINOIS, INC.",2
"SHAKTI GROUP, INC.",2
"ZILIAK LAW, LLC",2
"SUMMITWORKS TECHNOLOGIES, INC.",2
"ALLWAYS, INC.",2
SERVER MANAGEMENT SERVICES LLC,2
SUN TRADING LLC,2
ZILLION TECHNOLOGIES INC.,2
ATOSHA LLC,2
"I2 IT SOLUTIONS, INC.",2
"KAIROS TECHNOLOGIES, INC",2
"ZNA SERVICES, LLC",2
"SERENE AST, LLC",2
"BIG RED ROOSTER FLOW, LLC",2
GUIDEWIRE SOFTWARE INC.,2
AZUR INFOTECH INC,2
MERCY HOSPITAL AND MEDICAL CENTER,2
EBS-MINDS IT INC,2
"SEPCO GROUP, INC.",2
IB SYSTEMS INC,2
IBIS TECH INTERNATIONAL CORP,2
"CLIQUE TECHNOLOGIES, INC.",2
GSSR INC,2
"GSG CONSULTANTS, INC",2
BUSINESS INTELLI SOLUTIONS INC,2
"GRUNDFOS WATER UTILITY, INC.",2
"SEEIT SOLUTIONS, LLC.",2
"MENLO LOGISTICS, INC.",2
SEED SEF LLC,2
KAIZEN TECHNOLOGIES INC.,2
"SEDONA, INC.",2
BLUESOFT SOLUTIONS LLC,2
"SECURE DENTAL III, LLC D/B/A SECURE DENTAL SPRINGFIELD",2
SVB FINANCIAL GROUP,2
IBM INDIA PRIVATE LTD,2
"SEBESTA, INC.",2
"IBRAIN TECHNOLOGIES, INC.",2
SWEDISHAMERICAN HEALTH SYSTEM,2
ZYLOG SYSTEMS LIMITED,2
GROWTH 2.0 LLC,2
AZUR INFOTECH.INC,2
ZYLOG SYSTEMS LTD.,2
"CLIENT NETWORK SERVICES, INC.",2
"SCOTT WILSON DESIGN LTD. DBA MINIMAL, INC.",2
"SYMBOL SOFTWARE SERVICES, INC.",2
SYMPHONY CORPORATION,2
SYMPHONY TELECA SERVICES INC,2
"SCHNEIDER ENTERPRISE RESOURCES, LLC",2
"ATLAS SOFTWARE TECHNOLOGIES, INC.",2
"SYNAPTEIN SOLUTIONS, INC.",2
SCHIFF HARDIN LLP,2
"COMPUTER TASK GROUP, INC.",2
"ATLAS HEALTHCARE, LLC",2
"SYNERGETIC INDUSTRIES, INC.",2
"SYNERGY COMPUTER SOLUTIONS, INC.",2
COMPUTER TRAINING INSTITUTE OF CHICAGO,2
GREEN KEY TECHNOLOGIES LLC,2
"ZYNGA, INC.",2
GREEN KEY SOLUTIONS LLC,2
B.H. WHANG AND ASSOCIATES LTD.,2
OMA SHANTI INC.,1
"10TH MAGNITUDE, INC.",1
1750 N. SHERIDAN INC.,1
"1LIFE HEALTHCARE, INC.",1
360FACTOR CONSULTING LLC,1
360I LLC,1
"3K TECHNOLOGIES, LLC",1
3RED TRADING LLC,1
401 NORTH WABASH AVENUE HOTEL CONDOMINIUM ASSOCIATION,1
"4B ELEVATOR COMPONENTS, LTD.",1
"4CONSULTING, INC",1
"4I CONSULTING, INC.",1
"555 INTERNATIONAL, INC.",1
720 WORLDWIDE INC.,1
7303 INCORPORATED,1
9DOTS TECHNOLOGY INC.,1
"9M SOLUTIONS, INC.",1
A & A COMPUTERS,1
A & A COMPUTERS INC.,1
"A & C MOLD COMPANY, INC.",1
"A&A MARKETING, INC.",1
"A-AMERICAN CUSTOM FLOORING, INC.",1
"A. EPSTEIN AND SONS INTERNATIONAL, INC.",1
A1 KAISER INC,1
"A2Z DEVELOPMENT CENTER, INC.",1
AAA JEWELERS INC.,1
"AAPTAA, INC.",1
AARKAY TECHNOLOGIES INC.,1
"ABACUS BUSINESS SOLUTIONS, INC.",1
ABACUS INFOSYSTEMS INC.,1
ABACUSS SOFTWARE TECHNOLOGIES,1
"ABHRA INC., PREVIOUSLY KNOWN AS ITALENT, INC",1
"ABHRA, INC",1
ABILITY WORKS REHAB SERVICES LLC,1
ABRIDGE INFO SYSTEMS INC.,1
"ABSOLUTDATA TECHNOLOGIES, INC.",1
"ACADIA TECHNOLOGIES, INC.",1
"ACCELERATED INNOVATORS, INC",1
"ACCELERATED INNOVATORS, INC.",1
"ACCESS MEDICAL GROUP, LTD",1
ACCION CHICAGO,1
ACCION CHICAGO INC,1
ACCOMPANY IT INC.,1
ACCUITY INC.,1
ACCURATE GROUP INC.,1
"ACCURATE GROUP, INC.",1
"ACCURATE PRODUCTS, INC.",1
ACHIEVE REHAB INC,1
ACTIVE IDEAS LLC,1
ACUITY ENVIRNOMENTAL SOLUTIONS,1
"ADAM INFORMATION TECHNOLOGIES, LLC",1
ADBAKX LLC,1
"ADBAKX, LLC",1
"ADECCO GROUP NA/BEELINE.COM, INC.",1
"ADECCO GROUP NA/ENGAGE ERP, INC.",1
"ADEPT COMPUTER CONSULTANTS, INC.",1
"ADEPTIA, INC.",1
"ADIN TECHNOLOGIES, INC.",1
ADRIAN SMITIH + GORDON GILL ARCHITECTURE,1
"ADROITCO, INC.",1
ADROIX CORP,1
"ADVANCE STEEL ERECTION, INC.",1
"ADVANCED DISTRIBUTION SOLUTIONS, INC",1
ADVANCED REPRODUCTIVE HEALTH CENTER LTD,1
ADVANCED TECHNOLOGY GROUP USA INC,1
ADVANCED TELECOMMUNICATIONS OF ILLINOIS INC.,1
ADVANTAGE IT INC,1
ADVANTECH SOLUTIONS INC,1
"ADVERTISING RESOURCES, INC.",1
ADVISORY RESEARCH INC.,1
"AEP NVH OPCO, LLC",1
AETNA LIFE INSURANCE COMPANY,1
